found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,gaia_bright_veto
JWST F115W,F115W_B7_1066522,149.98848935042096,2.3547784377053604,-4.944884777069092,14.457489967346191,490.8815612792969,B7,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A3_0249765,150.04277225465006,2.1559673530431738,-6.293816566467285,14.251607894897461,490.8448181152344,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101547135_1795629,149.7724770451827,2.6365999564160623,-3.124586582183838,0.8543353080749512,490.589599609375,101547135,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0928554,150.4304396840953,2.292298642924713,-6.2452287673950195,15.05412483215332,490.27130126953125,B5,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A9_0610191,150.2099292576648,1.8728923978532772,-6.1307597160339355,14.472572326660156,489.9521484375,A9,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547136_1909202,150.26647363341732,2.725740104530881,-1.7558687925338745,0.9428939819335938,489.41534423828125,101547136,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0794975,150.18621735421183,2.5564303121223784,-5.259530544281006,14.593914031982422,489.2646789550781,B2,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101539936_0192545,149.78179738132388,1.6362850582957869,-1.6967387199401855,0.8079506754875183,489.1998291015625,101539936,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0514956,149.678238080727,1.7905523550230136,-1.164818525314331,0.5624542832374573,489.0996398925781,101541376,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A6_0432047,149.83254247870164,2.0380923604320302,-4.6705827713012695,14.425483703613281,489.06640625,A6,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541376_0518305,149.66304978908485,1.8125793891650754,-1.9613969326019287,0.5622966885566711,488.96258544921875,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0491102,149.9052180384681,1.6297198385152019,-1.1452763080596924,0.5621963143348694,488.87530517578125,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547135_1814927,150.03098851217018,2.7196025289900483,-1.5063633918762207,0.8505547642707825,488.418701171875,101547135,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545694_1441943,149.45470591714067,2.5980603203478387,-1.8771731853485107,0.9299783706665039,488.3936767578125,101545694,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0013679,149.81436953085472,2.1432339435475143,-5.607636451721191,13.769641876220703,488.0774230957031,A1,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101545697_1532914,150.10591479417408,2.3746858932715647,-1.4183743000030518,0.6999908685684204,488.0538330078125,101545697,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A7_0491377,149.88426239548298,2.0086140436215585,-6.297642707824707,14.4375638961792,488.0501708984375,A7,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_1036105,149.9734782287195,2.468428789641827,-4.599255561828613,14.532522201538086,487.8564453125,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B7_1099237,150.00899820534391,2.453625932426976,-4.682656288146973,14.359416007995605,487.5516052246094,B7,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B2_0760087,150.00149006599534,2.4818258684064927,-5.384077548980713,14.535784721374512,487.3158874511719,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B8_1105553,150.15207607304131,2.1954115016187625,-5.533874034881592,14.065267562866211,487.221923828125,B8,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1129943,149.763171968235,2.120784600902047,-1.8857946395874023,0.5522164702415466,486.8739929199219,101544256,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0802382,150.06135611196237,2.63570501154178,-5.333564281463623,14.520727157592773,486.8110656738281,B2,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A7_0475227,149.84752978062795,1.9708601197576452,-4.8119001388549805,14.39809799194336,486.716064453125,A7,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101541376_0492882,149.8608529228994,1.6415243467767409,-1.6843314170837402,0.559654951095581,486.6653747558594,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0807320,150.03243541399974,1.8828765933329934,-2.056809425354004,0.6612836122512817,486.17547607421875,101542817,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A7_0503606,149.84976462741994,2.064605550638201,-5.488100528717041,14.378893852233887,486.06689453125,A7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B6_0995736,149.86414162813122,2.3550897529991146,-4.8302836418151855,14.478012084960938,486.0265197753906,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0590447,150.2119804620202,1.804262460659057,-5.469671249389648,14.35587215423584,486.00140380859375,A9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_1000043,149.95251211684624,2.3418399130125445,-5.543689727783203,14.473823547363281,485.88592529296875,B6,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544257_1214838,150.03518084124022,2.2866627260808707,-1.3625662326812744,0.6053736209869385,485.3870544433594,101544257,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0249686,150.0435451949444,2.1556642614772037,-6.30490779876709,14.092673301696777,485.3708801269531,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544257_1199657,149.9697954196281,2.1834486530362645,-1.3277424573898315,0.6048809885978699,484.9920654296875,101544257,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545697_1556480,150.1769842675545,2.561746357674779,-1.2803733348846436,0.6955364942550659,484.9480895996094,101545697,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101544256_1136137,149.9748174963223,2.161366527120264,-1.1173473596572876,0.549863874912262,484.7997741699219,101544256,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B3_0855143,150.2119075473194,2.536941883693242,-6.371036052703857,14.314031600952148,484.70001220703125,B3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A3_0270414,150.09730643079547,2.1774979099282823,-5.4346442222595215,14.063886642456055,484.3794250488281,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B5_0945517,150.48872850040885,2.3347438168847434,-5.654036998748779,14.871256828308105,484.3157958984375,B5,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542817_0804439,150.16366229852034,1.8787646279986585,-2.2448782920837402,0.6576159000396729,483.4789733886719,101542817,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A4_0313427,150.2709934448248,2.0499882511970706,-6.153143882751465,14.271418571472168,483.3736267089844,A4,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542817_0841548,150.1830347367971,2.0290009347231095,-2.1394402980804443,0.6574352383613586,483.3461608886719,101542817,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A8_0550160,150.03301316983266,1.9383920434356852,-5.6587677001953125,14.381240844726562,483.2139892578125,A8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0217704,150.15171806614583,2.040932815493723,-4.856806755065918,14.0282621383667,483.1524658203125,A3,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544258_1247204,150.29229956941728,2.156122374662817,-2.092677116394043,0.6715432405471802,483.1031188964844,101544258,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101541375_0464436,149.57542993596763,1.7361503041693649,-1.3532841205596924,0.6198399066925049,483.0853271484375,101541375,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545696_1465341,149.88731389569037,2.445646141203557,-1.2433452606201172,0.6738603115081787,482.74114990234375,101545696,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101547135_1855753,149.87393435220113,2.86733331475087,-1.8344383239746094,0.8398751616477966,482.28607177734375,101547135,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1154713,149.96931247800984,2.281141551485401,-1.2419309616088867,0.546934187412262,482.2167663574219,101544256,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B6_0988925,149.90748696274667,2.3198267467833573,-5.9262542724609375,14.360809326171875,482.092041015625,B6,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101547137_2000847,150.4483393269704,2.691698520559649,-2.645488739013672,0.9026577472686768,481.7716369628906,101547137,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547136_1912958,150.02962215340597,2.7623312791044436,-2.0107123851776123,0.9280657768249512,481.7186584472656,101547136,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101539938_0286521,150.32795349828592,1.611707782207904,-1.6033852100372314,0.5905507206916809,481.7109375,101539938,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545696_1522893,149.95287220469191,2.616550813337856,-1.3397835493087769,0.6720488667488098,481.4434814453125,101545696,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545696_1464589,149.75745588347812,2.441806505410641,-1.9157897233963013,0.6719871759414673,481.3992919921875,101545696,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A10_0114332,150.36156144478002,1.9005021914273805,-4.730360984802246,14.2380952835083,481.39581298828125,A10,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A6_0411050,149.79383911706546,1.9720652691986693,-5.768845558166504,14.196891784667969,481.31646728515625,A6,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547136_1897404,150.12080930463813,2.61257783257783,-2.6130592823028564,0.9265872836112976,480.95123291015625,101547136,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101541379_0584465,150.64882765523026,1.8735426039005187,-1.6433607339859009,0.7164663076400757,480.7381896972656,101541379,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0852860,149.92984827395273,2.1194452611084613,-1.3175466060638428,0.6535332798957825,480.4774475097656,101542817,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101542818_0860532,150.36634728446586,1.8724748464760033,-1.5594595670700073,0.7350477576255798,480.3533630371094,101542818,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0249478,150.0428464042767,2.155854557356515,-6.307023048400879,13.942450523376465,480.197021484375,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A5_0345029,150.35574729516415,1.9123153424770922,-5.568682670593262,14.466778755187988,479.9280700683594,A5,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A8_0547350,150.05858425259217,1.9208195310325527,-5.749512672424316,14.267595291137695,479.39544677734375,A8,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B5_0957690,150.48863007701092,2.3932161999844097,-5.82942008972168,14.711956024169922,479.1278076171875,B5,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544256_1161206,149.8615467563066,2.3164988894965863,-1.519707202911377,0.5433544516563416,479.06060791015625,101544256,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A2_0134669,149.88715666578983,2.1171743711541455,-4.656121730804443,14.142045974731445,479.01495361328125,A2,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101545696_1451994,149.81588145620708,2.3617707664420973,-1.3240511417388916,0.6685490012168884,478.9362487792969,101545696,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0249690,150.0428066635958,2.1559235768740392,-6.33772087097168,13.903393745422363,478.8518371582031,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B8_1105230,150.06102519925614,2.227752990822286,-4.825974464416504,13.82266616821289,478.8182067871094,B8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0252933,150.04426323831817,2.1565211708648335,-5.633303642272949,13.895657539367676,478.58538818359375,A3,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545698_1575891,150.33062257172136,2.424427271037205,-2.454162120819092,0.7633293867111206,478.4624328613281,101545698,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A9_0617373,150.1372793261663,1.9334185689541583,-5.687013626098633,14.131891250610352,478.4187927246094,A9,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101547138_2103350,150.52446280784355,2.7264975964662623,-2.839033842086792,1.253586769104004,478.26007080078125,101547138,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0841961,149.92972876092307,2.0323701322021566,-1.5670334100723267,0.650109052658081,477.9599609375,101542817,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A6_0416566,149.691738130629,2.03778206438495,-4.638507843017578,14.097648620605469,477.9518127441406,A6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A6_0437174,149.85233099541483,2.0496024608639827,-5.616606712341309,14.09299087524414,477.7939147949219,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A7_0490303,149.97324332964988,1.9727121023797318,-4.671767234802246,14.129218101501465,477.6268005371094,A7,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0259588,150.06689956781472,2.1526870091395818,-5.823033332824707,13.867039680480957,477.5997619628906,A3,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101541379_0578071,150.6326605114943,1.8251637804809122,-3.107950210571289,0.7117690443992615,477.5863952636719,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A1_0032581,149.85493860463106,2.1948561049696464,-5.368278503417969,13.459589004516602,477.0873107910156,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0249109,150.04320246505753,2.1556093475554357,-6.292158126831055,13.852019309997559,477.0824279785156,A3,False,True,False,True,True,True,True,True,True,False
