found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,veto_gaia,veto_peak,veto_local,veto_any,sharpness
HST F814W,F814W_078_7301896,150.04486270668139,2.295040519909954,-1.0018647909164429,0.1380719393491745,49.108646392822266,078,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4275059700012207
HST F814W,F814W_078_7428795,149.89807292485293,2.386098204513652,-0.7734237909317017,0.13805165886878967,49.10143280029297,078,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5089669227600098
HST F814W,F814W_075_6994894,150.39709116671986,2.3349050080451286,-0.8816360831260681,0.13141876459121704,48.89423751831055,075,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4407477378845215
HST F814W,F814W_089_8478740,150.1544601493624,2.5416821524847437,-1.2143102884292603,0.14209352433681488,48.79082489013672,089,True,False,True,False,True,True,True,True,True,False,False,False,False,0.43227407336235046
HST F814W,F814W_090_8635819,149.89586884023254,2.4973688686860487,-0.9373056888580322,0.13430017232894897,48.73392868041992,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.43644681572914124
HST F814W,F814W_089_8473811,150.08510299056928,2.5277930415554306,-1.049394130706787,0.14187872409820557,48.71706771850586,089,True,False,True,False,True,True,True,True,True,False,False,False,False,0.40642979741096497
HST F814W,F814W_077_7251062,150.1025258719951,2.4207249435132034,-1.1111681461334229,0.12919382750988007,48.65753936767578,077,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5482778549194336
HST F814W,F814W_090_8689430,150.04012789683657,2.5844865967295356,-0.8418071866035461,0.13397878408432007,48.617305755615234,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4627760648727417
HST F814W,F814W_052_3882016,150.38835358981498,2.0085546133424956,-0.9661137461662292,0.1322459727525711,48.59166717529297,052,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4645475149154663
HST F814W,F814W_055_4466956,149.8061663589993,2.044920628002605,-0.9397869110107422,0.13253436982631683,48.28019714355469,055,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4067760109901428
HST F814W,F814W_077_7274749,150.20886081565874,2.453989322767327,-1.1529110670089722,0.12810343503952026,48.24686813354492,077,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5065703988075256
HST F814W,F814W_029_1195533,150.18099993833252,1.7761768694954714,0.1756991744041443,0.1731344759464264,48.20090866088867,029,True,False,True,False,True,True,True,True,True,False,False,False,False,0.8186329007148743
HST F814W,F814W_042_2802507,149.92903086436914,1.8819734463120934,-0.1782636195421219,0.13922934234142303,47.98589324951172,042,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5129533410072327
HST F814W,F814W_063_5297279,150.4695333256168,2.173094997474143,-0.9948703050613403,0.12837709486484528,47.98541259765625,063,True,False,True,False,True,True,True,True,True,False,False,False,False,0.46842506527900696
HST F814W,F814W_063_5345160,150.4207307450584,2.2547117725985073,-1.1155861616134644,0.12812860310077667,47.89252853393555,063,True,False,True,False,True,True,True,True,True,False,False,False,False,0.531391441822052
