id,primary_id,telescope,hst_tile,jwst_tile,euclid_tile,host_ra,host_dec,sn_ra,sn_dec,sn_host_sep_arcsec,host_z,best_band,best_snr,n_bands_detected,combined_sigma,max_snr_detect,quality_flag,diff_mag_F115W,diff_mag_F150W,diff_mag_F277W,diff_mag_F444W,diff_mag_VIS,diff_mag_Y,diff_mag_J,diff_mag_H,diff_snr_F115W,diff_snr_F150W,diff_snr_F277W,diff_snr_F444W,diff_snr_VIS,diff_snr_Y,diff_snr_J,diff_snr_H,composite_confidence,mag_Y_tight,snr_Y_tight,mag_J_tight,snr_J_tight,mag_H_tight,snr_H_tight,hst_pm_neighbor_sep,hst_pm_neighbor_pid,hst_pm_neighbor_snr
cand_00353,358780,JWST,040,A10,101541378,150.3332517,1.8038479,150.3332517,1.8038479,0.000,-1,F277W,85.38,2,1.620,85.38,v04_diff_candidate,28.84,28.44,26.71,26.48,-1,-1,-1,-1,13.44,16.21,85.38,69.15,-0.28,0.00,0.00,0.00,1.6204,-1,0.00,-1,0.00,-1,0.00,,,
cand_00354,588626,JWST,079,B6,101545696,149.8234176,2.3947707,149.8234176,2.3947707,0.000,-1,F444W,84.83,2,1.618,84.83,v04_diff_candidate,28.40,28.39,26.77,26.12,-1,20.50,19.92,19.92,20.01,23.08,77.24,84.83,-1.20,1.43,1.60,1.59,1.6184,22.24,1.04,21.88,0.94,21.82,0.95,,,
cand_00355,355660,JWST,040,A10,101541378,150.2647775,1.8029731,150.2647775,1.8029731,0.000,-1,F444W,83.50,2,1.614,83.50,v04_diff_candidate,29.45,28.02,24.00,22.37,-1,-1,-1,-1,2.40,6.98,79.77,83.50,0.00,0.00,0.00,0.00,1.6135,-1,0.00,-1,0.00,-1,0.00,,,
cand_00356,354181,JWST,028,A10,101541378,150.3084245,1.7747192,150.3084245,1.7747192,0.000,-1,F277W,81.29,2,1.605,81.29,v04_diff_candidate,31.26,28.72,26.16,27.43,-1,-1,-1,-1,0.96,8.22,81.29,13.32,0.00,0.00,0.00,0.00,1.6051,-1,0.00,-1,0.00,-1,0.00,,,
cand_00357,190418,JWST,056,A6,101542816,149.7054527,1.9661090,149.7054527,1.9661090,0.000,-1,F277W,81.24,2,1.605,81.24,v04_diff_candidate,29.19,28.88,26.66,26.33,28.13,-1,-1,-1,10.43,17.46,81.24,67.68,2.30,0.00,0.00,0.00,1.6049,-1,0.00,-1,0.00,-1,0.00,,,
cand_00358,731346,JWST,076,B9,101544258,150.2982686,2.3143475,150.2982686,2.3143475,0.000,-1,F444W,80.96,2,1.604,80.96,v04_diff_candidate,30.93,30.05,28.00,26.18,31.01,22.80,22.11,-1,5.32,11.49,27.10,80.96,0.96,2.26,3.83,-10.67,1.6038,24.65,1.44,25.62,0.51,-1,-4.91,,,
cand_00359,354723,JWST,028,A10,101541378,150.3027942,1.7811021,150.3027942,1.7811021,0.000,-1,F277W,80.81,2,1.603,80.81,v04_diff_candidate,28.73,28.01,26.37,26.50,-1,-1,-1,-1,8.33,15.30,80.81,47.75,0.00,0.00,0.00,0.00,1.6032,-1,0.00,-1,0.00,-1,0.00,,,
cand_00360,353137,JWST,028,A10,101541378,150.2738057,1.7790720,150.2738057,1.7790720,0.000,-1,F444W,80.19,2,1.601,80.19,v04_diff_candidate,28.86,28.60,26.16,25.94,-1,-1,-1,-1,6.61,8.16,64.88,80.19,0.00,0.00,0.00,0.00,1.6008,-1,0.00,-1,0.00,-1,0.00,,,
cand_00361,475969,JWST,089,B3,101545697,150.1797950,2.4968967,150.1797950,2.4968967,0.000,-1,F444W,80.19,2,1.601,80.19,v04_diff_candidate,29.43,30.27,27.70,25.90,29.44,21.18,20.60,20.34,11.21,4.95,23.18,80.19,2.42,0.53,0.80,1.09,1.6008,23.68,0.18,27.32,0.01,24.35,0.07,,,
cand_00362,314956,JWST,041,A9,101541377,150.1577168,1.8207345,150.1577168,1.8207345,0.000,-1,F277W,80.04,2,1.600,80.04,v04_diff_candidate,28.93,28.63,26.43,26.56,-1,-1,-1,-1,12.12,10.49,80.04,54.76,0.00,0.00,0.00,0.00,1.6002,-1,0.00,-1,0.00,-1,0.00,,,
cand_00363,321560,JWST,041,A9,101542817,150.1550503,1.8717711,150.1550503,1.8717711,0.000,-1,F277W,79.88,2,1.600,79.88,v04_diff_candidate,29.00,28.60,26.50,26.50,29.40,20.19,20.44,19.42,13.82,15.55,79.88,54.68,1.42,1.72,0.56,0.77,1.5995,-1,-0.47,-1,-0.18,22.37,0.34,,,
cand_00364,350433,JWST,028,A10,101541378,150.3121685,1.7471606,150.3121685,1.7471606,0.000,-1,F277W,78.74,2,1.595,78.74,v04_diff_candidate,28.67,28.38,26.68,26.61,-1,-1,-1,-1,19.16,28.90,78.74,54.30,0.00,0.00,0.00,0.00,1.5949,-1,0.00,-1,0.00,-1,0.00,,,
cand_00365,348090,JWST+EUCLID,053,A4,101542817,150.1921745,1.9794894,150.1921745,1.9794894,0.000,-1,F277W,22.62,3,1.592,22.62,v04_diff_candidate,-1,31.40,27.32,-1,-1,20.97,21.44,21.27,-5.64,1.73,22.62,-3.43,-0.00,7.07,7.18,5.39,1.5922,-1,-1.11,-1,-0.56,-1,-1.61,,,
cand_00366,408874,JWST,102,B1,101547135,149.9520016,2.6530355,149.9520016,2.6530355,0.000,-1,F444W,77.83,2,1.591,77.83,v04_diff_candidate,30.96,30.29,26.86,26.16,29.61,22.63,20.76,20.09,3.12,7.93,62.75,77.83,3.51,1.06,2.64,2.74,1.5911,-1,-0.33,24.76,0.25,23.56,0.53,,,
cand_00367,642837,JWST+EUCLID,077,B7,101544257,150.1019383,2.3648546,150.1019383,2.3648546,0.000,-1,F277W,22.46,3,1.587,22.46,v04_diff_candidate,29.75,29.83,27.82,27.35,30.04,22.22,-1,21.73,8.73,11.73,22.46,18.87,2.51,3.56,-2.25,5.17,1.5868,24.30,1.83,24.15,1.87,23.12,5.50,,,
cand_00368,39513,JWST,055,A2,101542816,149.8871445,2.1045029,149.8871445,2.1045029,0.000,-1,F444W,76.28,2,1.585,76.28,v04_diff_candidate,29.96,28.93,27.29,26.17,32.43,20.91,20.12,19.98,10.78,30.50,37.47,76.28,0.17,1.16,2.05,2.78,1.5845,24.26,0.17,22.28,0.89,22.26,1.09,,,
cand_00369,272986,JWST,042,A8,101541377,150.0084962,1.8608257,150.0084962,1.8608257,0.000,-1,F444W,76.16,2,1.584,76.16,v04_diff_candidate,29.22,28.39,25.92,25.55,-1,-1,-1,-1,10.89,11.19,50.02,76.16,0.00,0.00,0.00,0.00,1.5840,-1,0.00,-1,0.00,-1,0.00,,,
cand_00370,357531,JWST,040,A10,101541378,150.2932873,1.8084541,150.2932873,1.8084541,0.000,-1,F444W,75.94,2,1.583,75.94,v04_diff_candidate,28.53,28.74,27.08,26.27,-1,-1,-1,-1,27.91,17.30,54.65,75.94,-2.10,0.00,0.00,0.00,1.5831,-1,0.00,-1,0.00,-1,0.00,,,
cand_00371,356422,JWST,028,A10,101541378,150.3291540,1.7867078,150.3291540,1.7867078,0.000,-1,F444W,75.92,2,1.583,75.92,v04_diff_candidate,29.37,28.44,26.27,25.89,-1,-1,-1,-1,8.37,21.62,75.52,75.92,0.00,0.00,0.00,0.00,1.5830,-1,0.00,-1,0.00,-1,0.00,,,
cand_00372,315629,JWST,041,A9,101541377,150.1588901,1.8253982,150.1588901,1.8253982,0.000,-1,F277W,75.85,2,1.583,75.85,v04_diff_candidate,29.72,28.52,26.31,26.03,-1,-1,-1,-1,8.68,20.19,75.85,63.45,0.00,0.00,0.00,0.00,1.5827,-1,0.00,-1,0.00,-1,0.00,,,
cand_00373,508054,JWST,076,B4,101545698,150.2880150,2.4073971,150.2880150,2.4073971,0.000,-1,F277W,75.61,2,1.582,75.61,v04_diff_candidate,31.50,31.39,26.20,26.98,-1,-1,-1,-1,1.87,2.44,75.61,21.08,-1.04,-2.87,-4.38,-1.68,1.5817,-1,-0.54,-1,-1.71,-1,-0.90,,,
cand_00374,317158,JWST,041,A9,101541377,150.1554854,1.8388202,150.1554854,1.8388202,0.000,-1,F277W,75.26,2,1.580,75.26,v04_diff_candidate,28.60,28.64,26.40,26.30,-1,-1,-1,-1,12.67,6.50,75.26,53.09,0.00,0.00,0.00,0.00,1.5801,-1,0.00,-1,0.00,-1,0.00,,,
cand_00375,358205,JWST,040,A10,101541378,150.3213300,1.8037142,150.3213300,1.8037142,0.000,-1,F277W,74.82,2,1.578,74.82,v04_diff_candidate,29.33,29.13,26.83,26.74,28.21,-1,-1,-1,7.87,19.34,74.82,51.23,1.08,0.00,0.00,0.00,1.5782,-1,0.00,-1,0.00,-1,0.00,,,
cand_00376,195734,JWST,055,A6,101542816,149.8023680,1.9680214,149.8023680,1.9680214,0.000,-1,F444W,74.27,2,1.576,74.27,v04_diff_candidate,29.57,29.49,26.69,25.96,-1,-1,20.02,21.32,7.61,10.98,62.20,74.27,-0.13,-2.52,6.36,1.90,1.5757,22.22,3.15,22.37,2.11,22.83,1.47,,,
cand_00377,317696,JWST,041,A9,101541377,150.1133253,1.8589615,150.1133253,1.8589615,0.000,-1,F444W,73.78,2,1.573,73.78,v04_diff_candidate,30.44,31.08,27.17,25.89,-1,-1,-1,-1,3.56,3.70,35.01,73.78,-0.14,0.00,0.00,0.00,1.5735,-1,0.00,-1,0.00,-1,0.00,,,
cand_00378,354396,JWST,028,A10,101541378,150.3184265,1.7727291,150.3184265,1.7727291,0.000,-1,F277W,72.12,2,1.566,72.12,v04_diff_candidate,29.09,29.03,26.42,26.78,-1,-1,-1,-1,13.57,16.73,72.12,29.91,0.00,0.00,0.00,0.00,1.5658,-1,0.00,-1,0.00,-1,0.00,,,
cand_00379,272796,JWST,042,A8,101541377,150.0511332,1.8441045,150.0511332,1.8441045,0.000,-1,F277W,71.53,2,1.563,71.53,v04_diff_candidate,28.86,28.61,26.84,26.64,-1,-1,-1,-1,17.88,20.99,71.53,52.48,0.00,0.00,0.00,0.00,1.5630,-1,0.00,-1,0.00,-1,0.00,,,
cand_00380,191384,JWST,043,A6,101542816,149.7896194,1.9422662,149.7896194,1.9422662,0.000,-1,F277W,71.43,2,1.563,71.43,v04_diff_candidate,29.33,28.71,26.77,26.67,28.39,-1,-1,-1,18.36,23.74,71.43,47.20,1.61,0.00,0.00,0.00,1.5625,-1,0.00,-1,0.00,-1,0.00,,,
cand_00381,730181,JWST+EUCLID,076,B9,101544258,150.3275172,2.2960244,150.3275172,2.2960244,0.000,-1,F277W,21.71,3,1.562,21.71,v04_diff_candidate,30.65,-1,27.68,27.71,29.96,21.66,23.10,21.81,5.37,-0.07,21.71,15.21,2.28,5.92,1.19,1.66,1.5616,23.74,3.01,25.02,0.71,24.69,0.48,,,
cand_00382,272323,JWST,042,A8,101541377,149.9492067,1.8773535,149.9492067,1.8773535,0.000,-1,F277W,70.98,2,1.560,70.98,v04_diff_candidate,28.19,28.57,26.80,26.75,-1,-1,-1,-1,20.38,17.95,70.98,47.74,0.00,0.00,0.00,0.00,1.5604,-1,0.00,-1,0.00,-1,0.00,,,
cand_00383,59165,JWST,066,A2,101544257,150.0372085,2.1828926,150.0372085,2.1828926,0.000,-1,F444W,70.05,2,1.556,70.05,v04_diff_candidate,29.17,28.49,26.99,25.90,-1,21.61,20.88,20.50,10.95,30.41,39.62,70.05,-0.91,1.44,2.05,2.89,1.5558,24.08,0.48,22.70,1.25,22.55,1.28,,,
cand_00384,38539,JWST,054,A2,101542817,149.9514364,2.0735926,149.9514364,2.0735926,0.000,-1,F277W,69.68,2,1.554,69.68,v04_diff_candidate,29.54,28.50,26.18,25.86,29.33,20.24,19.38,19.16,9.61,15.33,69.68,65.73,2.00,1.76,1.76,1.93,1.5540,22.75,0.70,21.86,0.72,21.44,0.88,,,
cand_00385,358809,JWST,040,A10,101541378,150.3261480,1.8067528,150.3261480,1.8067528,0.000,-1,F277W,69.24,2,1.552,69.24,v04_diff_candidate,29.33,28.98,26.90,26.68,27.43,-1,-1,-1,9.72,15.81,69.24,54.58,2.67,0.00,0.00,0.00,1.5518,-1,0.00,-1,0.00,-1,0.00,,,
cand_00386,291186,JWST,054,A8,101542817,150.0189645,1.9967250,150.0189645,1.9967250,0.000,-1,F277W,68.96,2,1.550,68.96,v04_diff_candidate,-1,-1,26.70,27.50,-1,-1,-1,24.54,-0.55,-4.65,68.96,18.37,-0.64,-5.61,-1.87,0.39,1.5503,-1,-4.30,-1,-1.36,24.73,1.12,,,
cand_00387,354612,JWST,028,A10,101541378,150.3235849,1.7724944,150.3235849,1.7724944,0.000,-1,F277W,68.93,2,1.550,68.93,v04_diff_candidate,28.71,28.75,26.50,26.58,-1,-1,-1,-1,16.06,11.97,68.93,41.61,0.00,0.00,0.00,0.00,1.5502,-1,0.00,-1,0.00,-1,0.00,,,
cand_00388,188849,JWST,056,A6,101542815,149.6747867,1.9635053,149.6747867,1.9635053,0.000,-1,F277W,68.23,2,1.547,68.23,v04_diff_candidate,28.94,28.69,26.36,26.25,-1,-1,-1,-1,9.20,8.06,68.23,51.02,0.00,0.00,0.00,0.00,1.5466,-1,0.00,-1,0.00,-1,0.00,,,
cand_00389,641470,JWST,077,B7,101544257,150.0800686,2.3632047,150.0800686,2.3632047,0.000,-1,F277W,66.50,2,1.538,66.50,v04_diff_candidate,31.47,29.87,26.95,26.87,29.82,-1,23.88,21.67,2.23,7.75,66.50,44.92,2.64,-2.52,0.60,3.65,1.5376,23.73,2.86,24.94,0.74,23.79,1.87,,,
cand_00390,353780,JWST,040,A10,101541378,150.2435302,1.7948837,150.2435302,1.7948837,0.000,-1,F277W,65.30,2,1.531,65.30,v04_diff_candidate,29.27,28.37,26.41,26.09,-1,-1,-1,-1,8.27,10.76,65.30,64.05,0.00,0.00,0.00,0.00,1.5310,-1,0.00,-1,0.00,-1,0.00,,,
cand_00391,353894,JWST,028,A10,101541378,150.2586838,1.7904355,150.2586838,1.7904355,0.000,-1,F444W,64.54,2,1.527,64.54,v04_diff_candidate,30.91,28.90,27.30,26.04,-1,-1,-1,-1,3.87,16.84,35.36,64.54,0.00,0.00,0.00,0.00,1.5268,-1,0.00,-1,0.00,-1,0.00,,,
cand_00392,270544,JWST,042,A8,101541377,149.9988687,1.8425242,149.9988687,1.8425242,0.000,-1,F277W,62.27,2,1.514,62.27,v04_diff_candidate,29.79,28.74,26.64,26.69,-1,-1,-1,-1,6.86,15.03,62.27,35.29,0.00,0.00,0.00,0.00,1.5138,-1,0.00,-1,0.00,-1,0.00,,,
cand_00393,350519,JWST,029,A9,101541378,150.2099890,1.7848817,150.2099890,1.7848817,0.000,-1,F277W,62.11,2,1.513,62.11,v04_diff_candidate,29.54,29.71,26.90,27.75,-1,-1,-1,-1,9.66,8.03,62.11,17.97,0.00,0.00,0.00,0.00,1.5129,-1,0.00,-1,0.00,-1,0.00,,,
cand_00394,355222,JWST,028,A10,101541378,150.2835372,1.7927362,150.2835372,1.7927362,0.000,-1,F277W,61.79,2,1.511,61.79,v04_diff_candidate,28.48,28.14,26.55,26.40,-1,-1,-1,-1,14.47,23.71,61.79,49.71,0.00,0.00,0.00,0.00,1.5110,-1,0.00,-1,0.00,-1,0.00,,,
cand_00395,314722,JWST,041,A8,101541377,150.0790411,1.8477621,150.0790411,1.8477621,0.000,-1,F277W,60.87,2,1.505,60.87,v04_diff_candidate,30.01,29.15,26.98,26.81,-1,-1,-1,-1,5.30,19.73,60.87,41.62,0.00,0.00,0.00,0.00,1.5054,-1,0.00,-1,0.00,-1,0.00,,,
cand_00396,134041,JWST,053,A4,101542818,150.2120807,2.0877861,150.2120807,2.0877861,0.000,-1,F444W,60.80,2,1.505,60.80,v04_diff_candidate,29.25,29.29,27.22,26.49,-1,21.43,21.14,21.13,16.16,21.22,48.36,60.80,-0.35,4.97,4.02,2.10,1.5049,23.74,1.72,22.76,2.38,22.92,1.11,,,
cand_00397,281710,JWST,041,A8,101542817,150.0619097,1.9064462,150.0619097,1.9064462,0.000,-1,F277W,60.38,2,1.502,60.38,v04_diff_candidate,29.24,29.89,26.96,27.66,28.78,20.71,19.89,-1,20.73,19.19,60.38,21.83,3.00,3.33,5.44,-0.92,1.5023,22.79,1.88,21.84,3.85,-1,-1.99,,,
cand_00398,310689,JWST,029,A9,101541378,150.1766950,1.7793902,150.1766950,1.7793902,0.000,-1,F444W,60.34,2,1.502,60.34,v04_diff_candidate,28.73,28.01,25.97,25.59,-1,-1,-1,-1,10.35,11.71,54.08,60.34,0.00,0.00,0.00,0.00,1.5021,-1,0.00,-1,0.00,-1,0.00,,,
cand_00399,312185,JWST,029,A9,101541378,150.2020656,1.7842529,150.2020656,1.7842529,0.000,-1,F277W,60.26,2,1.502,60.26,v04_diff_candidate,29.42,29.33,27.05,27.37,-1,-1,-1,-1,15.12,14.44,60.26,26.61,0.00,0.00,0.00,0.00,1.5016,-1,0.00,-1,0.00,-1,0.00,,,
cand_00400,459148,JWST+EUCLID,089,B2,101545697,150.0627345,2.5850094,150.0627345,2.5850094,0.000,-1,F277W,20.02,3,1.501,20.02,v04_diff_candidate,-1,-1,27.63,-1,-1,22.00,21.79,-1,-3.49,-3.52,20.02,-0.78,-0.52,5.49,6.53,-0.69,1.5008,25.00,1.22,-1,-2.09,-1,-3.22,,,
cand_00401,323769,JWST,041,A9,101542817,150.1845517,1.8807926,150.1845517,1.8807926,0.000,-1,F444W,59.36,2,1.496,59.36,v04_diff_candidate,29.92,29.10,27.64,26.12,-1,-1,21.37,-1,10.10,22.48,22.89,59.36,-0.90,-1.35,2.67,-1.28,1.4959,-1,-3.33,24.37,0.58,-1,-1.06,,,
cand_00402,276562,JWST,042,A8,101542817,149.9891816,1.8945903,149.9891816,1.8945903,0.000,-1,F277W,59.14,2,1.495,59.14,v04_diff_candidate,28.45,28.24,26.56,26.44,28.15,-1,-1,-1,16.30,17.46,59.14,43.87,2.54,0.00,0.00,0.00,1.4945,-1,0.00,-1,0.00,-1,0.00,,,
cand_00403,233886,JWST,042,A7,101542816,149.9139199,1.9067880,149.9139199,1.9067880,0.000,-1,F444W,58.56,2,1.491,58.56,v04_diff_candidate,29.18,28.61,27.46,26.32,28.87,-1,-1,-1,21.72,21.31,32.03,58.56,1.10,0.00,0.00,0.00,1.4908,-1,0.00,-1,0.00,-1,0.00,,,
cand_00404,311192,JWST,029,A9,101541378,150.1798645,1.7832720,150.1798645,1.7832720,0.000,-1,F277W,58.30,2,1.489,58.30,v04_diff_candidate,30.72,-1,26.42,27.02,-1,-1,-1,-1,3.83,-5.39,58.30,23.30,0.00,0.00,0.00,0.00,1.4891,-1,0.00,-1,0.00,-1,0.00,,,
cand_00405,358268,JWST,040,A10,101541378,150.2794128,1.8194119,150.2794128,1.8194119,0.000,-1,F277W,58.17,2,1.488,58.17,v04_diff_candidate,28.84,28.81,27.10,27.14,29.06,-1,-1,-1,20.32,21.74,58.17,34.49,1.04,0.00,0.00,0.00,1.4883,-1,0.00,-1,0.00,-1,0.00,,,
cand_00406,403602,JWST,102,B1,101547135,149.9158506,2.6274922,149.9158506,2.6274922,0.000,-1,F444W,57.14,2,1.481,57.14,v04_diff_candidate,-1,29.05,27.13,26.59,-1,-1,20.88,20.55,-5.84,15.64,53.55,57.14,-0.04,-0.44,4.06,6.35,1.4815,-1,-0.40,22.82,2.01,22.40,3.48,,,
cand_00407,772039,JWST,063,B10,101544258,150.4294310,2.2776239,150.4294310,2.2776239,0.000,-1,F277W,57.11,2,1.481,57.11,v04_diff_candidate,31.76,29.87,27.32,27.08,28.38,19.21,19.22,18.32,2.74,9.03,57.11,33.43,4.45,17.31,9.91,13.65,1.4813,-1,-0.32,23.30,0.67,22.40,0.98,,,
cand_00408,241372,JWST,055,A7,101542816,149.8470969,1.9821039,149.8470969,1.9821039,0.000,-1,F277W,56.97,2,1.480,56.97,v04_diff_candidate,28.32,28.36,26.89,26.56,29.83,20.18,19.64,19.48,23.34,24.77,56.97,41.18,0.76,2.66,3.07,2.81,1.4803,22.40,1.45,21.88,1.74,22.47,0.92,,,
cand_00409,272053,JWST,042,A8,101541377,150.0588615,1.8350850,150.0588615,1.8350850,0.000,-1,F444W,56.94,2,1.480,56.94,v04_diff_candidate,30.34,29.08,26.16,25.74,-1,-1,-1,-1,1.43,4.18,36.58,56.94,0.00,0.00,0.00,0.00,1.4801,-1,0.00,-1,0.00,-1,0.00,,,
cand_00410,231319,JWST,043,A7,101542816,149.8176713,1.9247511,149.8176713,1.9247511,0.000,-1,F277W,56.35,2,1.476,56.35,v04_diff_candidate,29.67,28.20,25.08,24.42,-1,-1,-1,-1,5.99,13.58,56.35,22.90,0.00,0.00,0.00,0.00,1.4761,-1,0.00,-1,0.00,-1,0.00,,,
cand_00411,533486,JWST+EUCLID,076,B4,101545698,150.3013909,2.3977649,150.3013909,2.3977649,0.000,-1,F444W,19.36,3,1.475,19.36,v04_diff_candidate,30.99,30.02,28.39,27.28,31.77,26.83,21.49,21.20,2.11,12.13,13.65,19.36,0.38,0.06,5.89,7.12,1.4754,-1,-2.86,24.48,1.15,-1,-1.15,,,
cand_00412,253469,JWST,055,A7,101542816,149.8563525,2.0651932,149.8563525,2.0651932,0.000,-1,F277W,56.24,2,1.475,56.24,v04_diff_candidate,29.47,29.25,27.12,27.13,29.55,21.34,20.56,21.07,12.07,14.82,56.24,34.75,3.14,3.23,5.58,3.54,1.4753,24.17,1.10,22.95,2.54,22.65,3.55,,,
cand_00413,523353,JWST,088,B4,101545698,150.3893440,2.4731386,150.3893440,2.4731386,0.000,-1,F277W,56.23,2,1.475,56.23,v04_diff_candidate,-1,-1,26.61,26.59,30.82,20.68,20.29,20.37,-0.86,-3.99,56.23,29.11,1.02,6.02,6.75,4.61,1.4752,-1,-1.06,-1,-0.14,-1,-1.42,,,
cand_00414,478240,JWST,089,B3,101545697,150.1926502,2.5093138,150.1926502,2.5093138,0.000,-1,F444W,56.16,2,1.475,56.16,v04_diff_candidate,29.71,29.67,27.60,26.77,-1,21.50,21.55,21.33,12.05,10.03,35.02,56.16,-1.70,1.50,1.08,1.31,1.4748,22.95,3.79,23.17,2.15,23.86,1.05,,,
cand_00415,229648,JWST,043,A7,101542816,149.8407531,1.9023157,149.8407531,1.9023157,0.000,-1,F277W,55.93,2,1.473,55.93,v04_diff_candidate,28.40,28.31,26.58,26.32,-1,-1,-1,-1,16.15,18.39,55.93,53.77,0.00,0.00,0.00,0.00,1.4732,-1,0.00,-1,0.00,-1,0.00,,,
cand_00416,313852,JWST,041,A9,101541377,150.1018501,1.8330060,150.1018501,1.8330060,0.000,-1,F444W,55.77,2,1.472,55.77,v04_diff_candidate,30.15,28.23,23.56,22.43,-1,-1,-1,-1,2.61,9.88,45.59,55.77,0.00,0.00,0.00,0.00,1.4721,-1,0.00,-1,0.00,-1,0.00,,,
cand_00417,271092,JWST,042,A8,101541377,150.0261939,1.8378051,150.0261939,1.8378051,0.000,-1,F444W,55.74,2,1.472,55.74,v04_diff_candidate,-1,28.91,26.18,25.87,-1,-1,-1,-1,-1.55,7.15,35.34,55.74,0.00,0.00,0.00,0.00,1.4718,-1,0.00,-1,0.00,-1,0.00,,,
cand_00418,270725,JWST,042,A8,101541377,150.0136494,1.8389424,150.0136494,1.8389424,0.000,-1,F277W,55.45,2,1.470,55.45,v04_diff_candidate,28.36,28.27,26.20,26.53,-1,-1,-1,-1,7.48,6.90,55.45,40.45,0.00,0.00,0.00,0.00,1.4698,-1,0.00,-1,0.00,-1,0.00,,,
cand_00419,642773,JWST,078,B7,101545697,150.0112848,2.3974167,150.0112848,2.3974167,0.000,-1,F444W,55.44,2,1.470,55.44,v04_diff_candidate,30.25,30.06,27.67,26.33,30.20,22.25,21.60,-1,5.97,11.45,24.93,55.44,1.85,1.29,2.16,-0.65,1.4698,24.68,0.40,-1,-0.07,-1,-0.83,,,
cand_00420,350804,JWST,028,A10,101541378,150.3041019,1.7526607,150.3041019,1.7526607,0.000,-1,F277W,55.11,2,1.467,55.11,v04_diff_candidate,28.94,28.75,26.95,27.76,-1,-1,-1,-1,15.48,16.31,55.11,18.18,0.00,0.00,0.00,0.00,1.4674,-1,0.00,-1,0.00,-1,0.00,,,
cand_00421,348666,JWST,028,A10,101541378,150.2534770,1.7526964,150.2534770,1.7526964,0.000,-1,F444W,55.10,2,1.467,55.10,v04_diff_candidate,29.37,28.54,26.43,26.15,-1,-1,-1,-1,8.64,7.71,47.76,55.10,0.00,0.00,0.00,0.00,1.4674,-1,0.00,-1,0.00,-1,0.00,,,
cand_00422,229656,JWST,043,A7,101542816,149.8710227,1.8911917,149.8710227,1.8911917,0.000,-1,F444W,55.08,2,1.467,55.08,v04_diff_candidate,30.88,29.19,24.69,23.22,-1,-1,-1,-1,0.95,3.49,25.24,55.08,0.00,0.00,0.00,0.00,1.4673,-1,0.00,-1,0.00,-1,0.00,,,
cand_00423,439202,JWST,089,B2,101545697,150.1114117,2.5419892,150.1114117,2.5419892,0.000,-1,F444W,54.50,2,1.463,54.50,v04_diff_candidate,-1,31.29,27.84,26.72,29.44,-1,-1,-1,-2.30,3.54,31.33,54.50,4.12,-1.04,-0.66,-0.35,1.4631,25.77,0.40,-1,-3.35,-1,-0.93,,,
cand_00424,229944,JWST,042,A7,101542816,149.8992154,1.8836885,149.8992154,1.8836885,0.000,-1,F277W,53.73,2,1.458,53.73,v04_diff_candidate,28.39,28.56,26.72,26.99,-1,-1,-1,-1,17.38,22.83,53.73,26.57,0.00,0.00,0.00,0.00,1.4575,-1,0.00,-1,0.00,-1,0.00,,,
cand_00425,229359,JWST,043,A7,101542816,149.8675745,1.8904518,149.8675745,1.8904518,0.000,-1,F277W,53.60,2,1.457,53.60,v04_diff_candidate,29.00,28.54,26.69,26.96,-1,-1,-1,-1,17.49,17.61,53.60,27.26,0.00,0.00,0.00,0.00,1.4565,-1,0.00,-1,0.00,-1,0.00,,,
cand_00426,231322,JWST,042,A7,101542816,149.9267999,1.8854718,149.9267999,1.8854718,0.000,-1,F277W,53.58,2,1.456,53.58,v04_diff_candidate,29.15,29.11,27.17,27.07,-1,-1,-1,-1,10.05,11.66,53.58,35.75,0.00,0.00,0.00,0.00,1.4564,-1,0.00,-1,0.00,-1,0.00,,,
cand_00427,279097,JWST,042,A8,101542817,150.0368519,1.8967550,150.0368519,1.8967550,0.000,-1,F277W,53.52,2,1.456,53.52,v04_diff_candidate,29.30,28.81,27.33,27.41,29.16,-1,-1,20.59,15.18,15.98,53.52,21.18,1.32,-2.87,-3.28,3.18,1.4559,-1,-1.77,-1,-0.05,22.12,2.39,,,
cand_00428,257506,JWST,054,A7,101542816,149.9143058,2.0718965,149.9143058,2.0718965,0.000,-1,F444W,53.36,2,1.455,53.36,v04_diff_candidate,29.39,30.08,26.81,26.23,30.60,20.30,19.83,19.93,4.49,2.78,42.51,53.36,1.40,2.77,2.44,2.07,1.4547,22.46,1.18,21.92,1.01,22.09,0.74,,,
cand_00429,336506,JWST,053,A4,101542817,150.1779920,1.9851727,150.1779920,1.9851727,0.000,-1,F444W,53.01,2,1.452,53.01,v04_diff_candidate,33.79,31.26,27.66,26.25,28.92,20.32,19.87,19.56,0.18,2.13,22.62,53.01,4.79,10.52,6.04,4.06,1.4521,-1,-2.18,26.37,0.05,24.77,0.13,,,
cand_00430,350435,JWST,028,A10,101541378,150.2914578,1.7547145,150.2914578,1.7547145,0.000,-1,F277W,52.84,2,1.451,52.84,v04_diff_candidate,28.97,29.05,27.08,27.01,-1,-1,-1,-1,18.36,16.51,52.84,35.87,0.00,0.00,0.00,0.00,1.4508,-1,0.00,-1,0.00,-1,0.00,,,
