id,primary_id,telescope,hst_tile,jwst_tile,euclid_tile,host_ra,host_dec,sn_ra,sn_dec,sn_host_sep_arcsec,host_z,best_band,best_snr,combined_sigma,max_snr_detect,n_3sig_detect,quality_flag,mag_F814W,mag_VIS,mag_Y,mag_J,mag_H,mag_F115W,mag_F150W,mag_F277W,mag_F444W,snr_F814W,snr_VIS,snr_Y,snr_J,snr_H,snr_F115W,snr_F150W,snr_F277W,snr_F444W,cnn_conf_hst,cnn_conf_jwst,cnn_conf_vis,cnn_conf_nisp,composite_confidence
cand_01057,EuclidID_1499308384023703552,EUCLID-NISP,078,B6,101545696,149.9308385,2.3703486,149.9308385,2.3703486,0.000,-1,H,78.54,0.977,78.54,1,cnn_candidate,24.84,24.27,16.72,16.06,15.78,27.23,26.64,23.20,22.78,42.88,11.23,46.45,64.28,78.54,2.27,3.91,17.05,21.33,0.0004,0.0007,0.0019,0.9788,0.9769
cand_01058,718613,JWST,064,B9,101544258,150.2612541,2.2389693,150.2612541,2.2389693,0.000,-1,F150W,11.99,0.977,11.99,1,cnn_candidate,27.96,26.70,17.87,17.22,16.83,28.68,27.49,24.60,23.87,4.51,4.51,70.87,83.34,110.23,6.19,11.99,10.46,6.23,0.0033,0.9801,0.0000,0.0010,0.9768
cand_01059,130735,HST,052,A4,101542818,150.2385306,2.0539223,150.2385306,2.0539223,0.000,-1,F814W,73.30,0.977,73.30,1,cnn_candidate,24.82,25.00,16.76,16.05,15.63,24.27,23.55,22.26,21.96,73.30,13.66,0.26,0.39,0.70,164.34,136.98,170.71,206.19,0.9768,0.0000,0.0000,0.0000,0.9768
cand_01060,EuclidID_1498980019024229376,EUCLID-NISP,078,B6,101545696,149.8980019,2.4229256,149.8980019,2.4229256,0.000,-1,J,5.45,0.977,5.45,1,cnn_candidate,28.07,26.94,18.43,17.52,17.17,29.63,29.04,24.83,23.87,6.23,16.27,3.60,5.45,5.05,2.23,3.60,34.89,61.77,0.0013,0.0023,0.0011,0.9790,0.9768
cand_01061,254582,EUCLID-VIS,054,A7,101542816,149.9295330,2.0463520,149.9295330,2.0463520,0.000,-1,VIS,82.00,0.977,82.00,1,cnn_candidate,21.48,22.06,14.78,14.47,14.63,25.59,25.56,22.48,22.63,1225.51,82.00,1972.23,2289.39,2385.00,0.13,0.15,106.76,230.18,0.0000,0.0000,0.9989,0.0222,0.9767
cand_01062,EuclidID_1501257508020504576,EUCLID-NISP,053,A3,101542817,150.1257508,2.0504561,150.1257508,2.0504561,0.000,-1,Y,0.56,0.977,0.56,1,cnn_candidate,27.55,27.09,20.27,19.82,19.80,28.36,27.88,26.70,26.55,9.80,24.38,0.56,0.47,0.31,7.83,9.80,44.66,41.70,0.0004,0.0000,0.0015,0.9781,0.9767
cand_01063,61693,EUCLID-NISP,066,A2,101544257,150.0218870,2.2049460,150.0218870,2.2049460,0.000,-1,Y,2.49,0.977,2.49,1,cnn_candidate,26.34,26.71,18.77,18.21,17.87,28.62,28.00,24.83,24.99,31.42,24.41,2.49,1.94,1.60,1.39,1.55,167.06,108.12,0.0015,0.0113,0.0000,0.9879,0.9767
cand_01064,EuclidID_1506121426016707328,HST,026,,101541379,150.6121680,1.6707870,150.6121680,1.6707870,0.000,-1,F814W,43.84,0.977,43.84,1,cnn_candidate,25.21,25.55,18.49,17.98,17.82,-1,-1,-1,-1,43.84,8.73,96.72,120.44,149.00,0.00,0.00,0.00,0.00,0.9767,nan,0.0000,0.0000,0.9767
cand_01065,EuclidID_1499212407028371968,EUCLID-NISP,114,,101547135,149.9212580,2.8371750,149.9212580,2.8371750,0.000,-1,Y,1.74,0.977,1.74,1,cnn_candidate,26.39,26.21,18.88,18.17,18.01,-1,-1,-1,-1,28.87,31.85,1.74,1.59,1.25,0.00,0.00,0.00,0.00,0.0001,nan,0.0001,0.9767,0.9766
cand_01066,126647,JWST,052,A4,101542818,150.2614195,2.0208354,150.2614195,2.0208354,0.000,-1,F277W,17.11,0.977,17.11,1,cnn_candidate,26.21,25.21,17.69,17.40,17.24,27.90,27.70,26.11,26.46,20.67,4.59,42.57,46.40,56.10,5.41,7.37,17.11,10.17,0.0227,0.9993,0.0015,0.0072,0.9766
cand_01067,662154,HST,065,A3,101544257,150.1861471,2.1802931,150.1861471,2.1802931,0.000,-1,F814W,0.95,0.977,0.95,1,cnn_candidate,29.62,30.08,19.02,18.39,18.25,21.91,-1,-1,31.42,0.95,0.16,56.26,67.84,92.31,2099.28,-0.45,-1.48,0.05,0.9786,0.0000,0.0000,0.0020,0.9766
cand_01068,685969,EUCLID-NISP,077,B8,101544257,150.2114458,2.3339423,150.2114458,2.3339423,0.000,-1,Y,1.37,0.976,1.37,1,cnn_candidate,27.21,26.53,18.96,18.55,18.52,27.49,27.65,26.17,26.04,13.53,15.34,1.37,1.10,0.85,12.58,11.53,61.96,56.36,0.0003,0.0000,0.0228,0.9992,0.9765
cand_01069,232490,HST,042,A7,101542816,149.9095428,1.8987339,149.9095428,1.8987339,0.000,-1,F814W,8.44,0.976,8.44,1,cnn_candidate,27.65,-1,-1,-1,-1,27.22,26.79,25.51,25.05,8.44,0.00,0.00,0.00,0.00,12.98,14.89,37.88,44.94,0.9777,0.0013,0.0000,0.0001,0.9765
cand_01070,EuclidID_1507672784022951936,EUCLID-NISP,073,,101544260,150.7672785,2.2952023,150.7672785,2.2952023,0.000,-1,H,89.75,0.976,89.75,1,cnn_candidate,-1,24.93,16.78,16.39,16.33,-1,-1,-1,-1,0.00,13.91,82.26,83.05,89.75,0.00,0.00,0.00,0.00,0.0000,nan,0.0032,0.9796,0.9764
cand_01071,EuclidID_1505128925025762048,EUCLID-NISP,087,,101545699,150.5128925,2.5762052,150.5128925,2.5762052,0.000,-1,Y,17.46,0.976,17.46,1,cnn_candidate,26.41,24.61,17.60,17.41,17.49,-1,-1,-1,-1,12.57,91.24,17.46,8.43,4.91,0.00,0.00,0.00,0.00,0.0001,nan,0.0000,0.9764,0.9764
cand_01072,HSTID_2643,HST,014,,101539939,150.5836010,1.6221830,150.5836010,1.6221830,0.000,-1,F814W,9.36,0.976,9.36,1,cnn_candidate,27.62,27.32,19.29,18.72,18.37,-1,-1,-1,-1,9.36,2.91,0.08,0.10,0.16,0.00,0.00,0.00,0.00,0.9779,nan,0.0000,0.0016,0.9763
cand_01073,EuclidID_1496049255016995072,EUCLID-NISP,032,,101541375,149.6049450,1.6995410,149.6049450,1.6995410,0.000,-1,H,5.63,0.976,5.63,1,cnn_candidate,25.85,26.05,17.69,16.82,16.52,-1,-1,-1,-1,36.94,45.55,5.25,5.50,5.63,0.00,0.00,0.00,0.00,0.0000,nan,0.0000,0.9763,0.9763
cand_01074,HSTID_878,HST,092,,101545695,149.7044590,2.6162730,149.7044590,2.6162730,0.000,-1,F814W,8.69,0.976,8.69,1,cnn_candidate,26.91,-1,-1,-1,-1,-1,-1,-1,-1,8.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9764,nan,0.0000,0.0001,0.9763
cand_01075,486369,EUCLID-NISP,088,B3,101545697,150.2280588,2.5512986,150.2280588,2.5512986,0.000,-1,Y,4.91,0.976,4.91,1,cnn_candidate,26.61,25.98,18.34,17.90,17.79,27.21,26.85,24.94,25.34,16.78,12.71,4.91,4.32,3.06,16.28,22.62,105.60,56.34,0.0141,0.0000,0.0011,0.9902,0.9762
cand_01076,EuclidID_1509906992028596736,EUCLID-VIS,,,101547139,150.9906993,2.8596620,150.9906993,2.8596620,0.000,-1,VIS,46.04,0.976,46.04,1,cnn_candidate,-1,22.08,-1,-1,-1,-1,-1,-1,-1,0.00,46.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,nan,nan,0.9762,0.0001,0.9761
cand_01077,HSTID_154,EUCLID-NISP,103,,101547135,149.8293670,2.6590350,149.8293670,2.6590350,0.000,-1,Y,8.92,0.976,8.92,1,cnn_candidate,24.16,23.83,16.86,16.38,16.20,-1,-1,-1,-1,166.16,44.10,8.92,7.99,7.01,0.00,0.00,0.00,0.00,0.0000,nan,0.0018,0.9779,0.9761
cand_01078,EuclidID_1498977426026446080,EUCLID-NISP,102,,101547135,149.8977426,2.6445993,149.8977426,2.6445993,0.000,-1,H,40.10,0.976,40.10,1,cnn_candidate,25.34,24.87,17.05,16.41,15.97,-1,-1,-1,-1,69.61,12.52,29.37,30.16,40.10,0.00,0.00,0.00,0.00,0.0001,nan,0.0002,0.9761,0.9759
cand_01079,EuclidID_1503395719027441920,EUCLID-NISP,100,,101547137,150.3395719,2.7441819,150.3395719,2.7441819,0.000,-1,Y,9.08,0.976,9.08,1,cnn_candidate,24.92,24.44,17.98,17.75,17.76,-1,-1,-1,-1,79.63,51.42,9.08,5.72,3.12,0.00,0.00,0.00,0.00,0.0000,nan,0.0001,0.9760,0.9759
cand_01080,424094,EUCLID-NISP,078,B2,101545697,150.0558056,2.4496034,150.0558056,2.4496034,0.000,-1,Y,8.07,0.976,8.07,1,cnn_candidate,23.72,23.46,16.29,15.71,15.48,23.45,23.08,21.72,22.20,205.08,119.74,8.07,7.15,5.87,75.07,63.16,359.20,422.39,0.0009,0.0000,0.0213,0.9971,0.9758
cand_01081,EuclidID_1502111192015534592,EUCLID-NISP,017,,101539938,150.2111193,1.5534668,150.2111193,1.5534668,0.000,-1,H,34.92,0.976,34.92,1,cnn_candidate,-1,24.99,17.74,16.83,16.44,-1,-1,-1,-1,0.00,22.54,24.68,29.42,34.92,0.00,0.00,0.00,0.00,0.0000,nan,0.0000,0.9758,0.9758
cand_01082,664432,HST,065,B8,101544257,150.0758825,2.2356814,150.0758825,2.2356814,0.000,-1,F814W,0.46,0.976,0.46,1,cnn_candidate,30.14,26.97,18.33,17.95,17.88,27.96,27.51,25.75,25.14,0.46,2.52,74.61,66.79,54.03,9.27,14.27,31.70,86.54,0.9757,0.0000,0.0000,0.0000,0.9757
cand_01083,HSTID_512,JWST,028,A10,101541378,150.2428500,1.7644130,150.2428500,1.7644130,0.000,-1,F277W,13.78,0.976,13.78,1,cnn_candidate,26.95,-1,-1,-1,-1,27.95,28.80,26.96,27.21,11.16,0.00,0.00,0.00,0.00,7.73,3.49,13.78,7.97,0.0209,0.9964,0.0000,0.0001,0.9756
cand_01084,430222,EUCLID-NISP,089,B2,101545697,150.1387288,2.4664177,150.1387288,2.4664177,0.000,-1,Y,15.25,0.976,15.25,1,cnn_candidate,25.90,25.62,17.53,16.97,16.62,26.09,25.87,24.29,24.71,38.81,9.90,15.25,13.44,14.29,19.92,20.63,66.23,14.88,0.0068,0.0000,0.0001,0.9822,0.9755
cand_01085,EuclidID_1507454366016053504,EUCLID-NISP,013,,101539940,150.7454366,1.6053482,150.7454366,1.6053482,0.000,-1,J,15.70,0.975,15.70,1,cnn_candidate,-1,-1,18.36,16.82,16.43,-1,-1,-1,-1,0.00,0.00,7.13,15.70,14.29,0.00,0.00,0.00,0.00,0.0000,nan,0.0000,0.9755,0.9755
cand_01086,333486,HST,053,A9,101542817,150.1544482,1.9689749,150.1544482,1.9689749,0.000,-1,F814W,7.86,0.975,7.86,1,cnn_candidate,26.83,25.66,18.31,17.86,17.86,26.90,26.55,25.41,25.19,7.86,5.91,44.00,56.06,62.46,22.54,29.22,28.05,65.50,0.9755,0.0000,0.0001,0.0000,0.9754
cand_01087,78978,EUCLID-NISP,054,A3,101542817,150.0353778,2.0469835,150.0353778,2.0469835,0.000,-1,Y,0.72,0.975,0.72,1,cnn_candidate,27.35,26.78,19.32,18.79,18.51,27.59,27.76,26.21,26.62,10.53,16.44,0.72,0.62,0.51,8.53,7.99,51.26,24.80,0.0051,0.0000,0.0246,1.0000,0.9754
cand_01088,EuclidID_1502648998019737344,EUCLID-NISP,052,A4,101542818,150.2648999,1.9737354,150.2648999,1.9737354,0.000,-1,Y,25.97,0.975,25.97,1,cnn_candidate,25.55,25.12,16.97,16.29,15.93,25.74,25.12,22.58,22.48,46.00,41.27,25.97,23.36,18.48,13.18,15.28,95.87,153.16,0.0001,0.0000,0.0001,0.9755,0.9754
cand_01089,596874,EUCLID-NISP,078,B6,101545696,149.8980125,2.4229156,149.8980125,2.4229156,0.000,-1,H,4.65,0.975,4.65,1,cnn_candidate,28.08,27.13,18.41,17.53,17.18,29.85,29.13,24.78,23.84,6.17,13.32,3.21,4.58,4.65,1.72,3.26,36.24,61.49,0.0028,0.0037,0.0011,0.9790,0.9754
cand_01090,EuclidID_1496847876019819008,EUCLID-NISP,056,A6,101542815,149.6847877,1.9819109,149.6847877,1.9819109,0.000,-1,Y,272.82,0.975,272.82,1,cnn_candidate,-1,-1,15.51,-1,-1,30.24,31.39,29.77,33.74,-3.15,-1.82,272.82,0.00,0.00,2.04,0.78,3.75,0.08,0.0005,0.0000,0.0000,0.9758,0.9753
cand_01091,EuclidID_1501962959027653888,EUCLID-NISP,101,,101547136,150.1962960,2.7653902,150.1962960,2.7653902,0.000,-1,H,426.92,0.975,426.92,1,cnn_candidate,26.07,25.21,16.25,15.42,15.00,-1,-1,-1,-1,7.38,7.33,195.07,300.36,426.92,0.00,0.00,0.00,0.00,0.0051,nan,0.0004,0.9803,0.9752
cand_01092,145549,JWST,064,A4,101544258,150.2428928,2.1551896,150.2428928,2.1551896,0.000,-1,F150W,29.99,0.975,29.99,1,cnn_candidate,27.84,26.45,18.89,18.22,18.17,27.48,26.56,27.24,27.29,7.25,4.98,41.14,72.36,75.25,13.69,29.99,4.64,1.68,0.0030,0.9780,0.0000,0.0001,0.9751
cand_01093,515941,HST,075,B4,101545698,150.4302603,2.4084052,150.4302603,2.4084052,0.000,-1,F814W,0.36,0.975,0.36,1,cnn_candidate,30.49,27.42,18.66,18.34,18.18,28.12,28.77,27.44,27.60,0.36,0.87,29.65,29.77,41.66,8.41,6.77,10.82,8.27,0.9753,0.0002,0.0001,0.0000,0.9751
cand_01094,HSTID_1822,HST,111,,101547137,150.4895790,2.8253830,150.4895790,2.8253830,0.000,-1,F814W,30.79,0.975,30.79,1,cnn_candidate,26.46,-1,-1,-1,-1,-1,-1,-1,-1,30.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9752,nan,0.0000,0.0001,0.9751
cand_01095,EuclidID_1505602294012907520,EUCLID-NISP,,,101538499,150.5602294,1.2907520,150.5602294,1.2907520,0.000,-1,Y,4.39,0.975,4.39,1,cnn_candidate,-1,25.51,18.40,17.78,17.79,-1,-1,-1,-1,0.00,33.31,4.39,3.53,2.21,0.00,0.00,0.00,0.00,nan,nan,0.0007,0.9757,0.9751
cand_01096,HSTID_964,JWST,090,B2,101545697,150.0225170,2.5160430,150.0225170,2.5160430,0.000,-1,F115W,103.21,0.975,103.21,1,cnn_candidate,25.04,24.75,20.02,-1,-1,25.52,25.62,26.18,27.20,111.86,175.80,0.36,-0.13,-0.47,103.21,89.85,67.53,21.21,0.0243,0.9992,0.0000,0.0004,0.9750
cand_01097,HSTID_391,EUCLID-VIS,063,B10,101544258,150.4174130,2.1418420,150.4174130,2.1418420,0.000,-1,VIS,0.05,0.975,0.05,1,cnn_candidate,20.36,26.22,14.63,14.27,14.27,-1,-1,27.46,26.66,1292.14,0.05,79.51,80.59,99.57,-0.66,-1.94,1.00,0.36,0.0000,0.0000,0.9796,0.0047,0.9750
cand_01098,432318,EUCLID-NISP,089,B2,101545697,150.0723710,2.5061190,150.0723710,2.5061190,0.000,-1,Y,8.57,0.975,8.57,1,cnn_candidate,24.80,24.49,17.46,17.04,17.03,28.74,28.01,24.61,24.60,65.29,39.37,8.57,6.52,4.05,0.59,1.10,48.01,85.00,0.0000,0.0004,0.0204,0.9951,0.9748
cand_01099,476176,EUCLID-NISP,089,B3,101545697,150.1990559,2.4904118,150.1990559,2.4904118,0.000,-1,H,31.87,0.975,31.87,1,cnn_candidate,28.55,28.12,17.32,16.78,16.47,29.30,27.53,24.08,23.03,0.38,0.12,12.71,19.15,31.87,2.87,12.58,102.05,197.64,0.0000,0.0000,0.0004,0.9752,0.9748
cand_01100,EuclidID_1507911791022323968,EUCLID-NISP,061,,101544260,150.7911792,2.2323941,150.7911792,2.2323941,0.000,-1,Y,0.90,0.975,0.90,1,cnn_candidate,-1,26.15,18.58,18.00,17.92,-1,-1,-1,-1,0.00,15.96,0.90,0.83,0.57,0.00,0.00,0.00,0.00,0.0000,nan,0.0000,0.9747,0.9747
cand_01101,EuclidID_1496781190022466560,EUCLID-NISP,068,,101544255,149.6781190,2.2466624,149.6781190,2.2466624,0.000,-1,H,144.18,0.975,144.18,1,cnn_candidate,25.52,24.97,17.50,17.07,16.24,-1,-1,-1,-1,36.18,23.87,46.68,64.47,144.18,0.00,0.00,0.00,0.00,0.0002,nan,0.0000,0.9748,0.9747
cand_01102,EuclidID_1502964406016072960,EUCLID-NISP,016,,101539938,150.2964406,1.6073012,150.2964406,1.6073012,0.000,-1,Y,24.41,0.975,24.41,1,cnn_candidate,25.03,24.14,16.69,16.15,16.06,-1,-1,-1,-1,42.03,28.48,24.41,18.01,11.21,0.00,0.00,0.00,0.00,0.0001,nan,0.0099,0.9844,0.9747
cand_01103,EuclidID_1496781215022466560,EUCLID-NISP,068,,101544255,149.6781216,2.2466530,149.6781216,2.2466530,0.000,-1,H,141.94,0.975,141.94,1,cnn_candidate,25.56,24.86,17.52,17.08,16.26,-1,-1,-1,-1,36.58,24.50,46.19,65.17,141.94,0.00,0.00,0.00,0.00,0.0002,nan,0.0000,0.9748,0.9746
cand_01104,752212,HST,064,B10,101544258,150.3571063,2.1399773,150.3571063,2.1399773,0.000,-1,,0.00,0.975,0.00,1,cnn_candidate,-1,28.65,18.92,17.97,17.52,29.08,27.73,24.71,23.56,-0.39,1.60,0.08,0.14,0.25,3.40,11.69,69.63,137.80,0.9758,0.0010,0.0013,0.0000,0.9746
cand_01105,EuclidID_1507093980018878208,HST,038,,101542820,150.7093981,1.8878281,150.7093981,1.8878281,0.000,-1,F814W,5.48,0.975,5.48,1,cnn_candidate,23.79,21.63,14.43,14.00,13.88,-1,-1,-1,-1,5.48,39.30,387.98,394.43,451.05,0.00,0.00,0.00,0.00,0.9978,nan,0.0233,0.0129,0.9745
cand_01106,EuclidID_1497956587027101184,EUCLID-NISP,103,,101547135,149.7956850,2.7101240,149.7956850,2.7101240,0.000,-1,H,3.41,0.974,3.41,1,cnn_candidate,27.10,26.82,18.88,17.99,17.51,-1,-1,-1,-1,16.31,3.91,1.47,2.29,3.41,0.00,0.00,0.00,0.00,0.0206,nan,0.0015,0.9950,0.9745
cand_01107,EuclidID_1500290010016022528,EUCLID-VIS,018,,101539937,150.0289700,1.6022760,150.0289700,1.6022760,0.000,-1,VIS,86.82,0.974,86.82,1,cnn_candidate,21.53,22.18,14.73,14.34,14.52,-1,-1,-1,-1,1234.84,86.82,1730.47,1758.00,1433.14,0.00,0.00,0.00,0.00,0.0000,nan,0.9868,0.0126,0.9744
cand_01108,247716,HST,055,A7,101542816,149.8880845,2.0133119,149.8880845,2.0133119,0.000,-1,F814W,8.18,0.974,8.18,1,cnn_candidate,27.75,27.51,20.66,-1,20.04,28.00,27.94,27.29,27.81,8.18,4.50,4.12,-0.36,5.11,13.27,17.23,31.74,14.79,0.9765,0.0000,0.0000,0.0021,0.9744
cand_01109,EuclidID_1503317344023547648,JWST,076,B4,101544258,150.3317345,2.3547531,150.3317345,2.3547531,0.000,-1,F277W,6.65,0.974,6.65,1,cnn_candidate,27.38,26.12,18.59,17.95,17.54,29.03,28.70,26.01,24.46,11.83,17.44,20.81,25.89,32.18,2.92,5.32,6.65,5.64,0.0088,0.9829,0.0000,0.0001,0.9743
cand_01110,EuclidID_1509196791022920960,EUCLID-NISP,,,101544260,150.9196791,2.2920899,150.9196791,2.2920899,0.000,-1,H,15.55,0.974,15.55,1,cnn_candidate,-1,26.07,17.92,17.26,16.94,-1,-1,-1,-1,0.00,3.48,11.55,13.00,15.55,0.00,0.00,0.00,0.00,nan,nan,0.0126,0.9867,0.9743
cand_01111,EuclidID_1504956135016594432,EUCLID-NISP,027,,101541379,150.4956220,1.6594270,150.4956220,1.6594270,0.000,-1,Y,1.50,0.974,1.50,1,cnn_candidate,26.10,25.67,19.03,18.51,18.34,-1,-1,-1,-1,46.01,79.93,1.50,1.20,0.86,0.00,0.00,0.00,0.00,0.0000,nan,0.0027,0.9769,0.9743
cand_01112,84147,EUCLID-NISP,053,A3,101542817,150.1257499,2.0504688,150.1257499,2.0504688,0.000,-1,Y,0.61,0.974,0.61,1,cnn_candidate,27.72,27.07,20.30,19.81,19.88,28.21,27.47,26.62,26.53,9.05,26.33,0.61,0.53,0.34,8.97,15.66,51.55,44.65,0.0007,0.0000,0.0003,0.9749,0.9742
cand_01113,EuclidID_1493631925020047872,EUCLID-NISP,,,101542814,149.3631926,2.0047759,149.3631926,2.0047759,0.000,-1,Y,17.06,0.974,17.06,1,cnn_candidate,-1,23.10,16.30,15.86,15.85,-1,-1,-1,-1,0.00,36.37,17.06,12.23,6.74,0.00,0.00,0.00,0.00,nan,nan,0.0227,0.9967,0.9741
cand_01114,1748,JWST,067,A1,101544256,149.7387924,2.1609515,149.7387924,2.1609515,0.000,-1,F150W,14.91,0.974,14.91,1,cnn_candidate,27.84,25.74,17.66,17.07,16.90,27.56,27.35,25.80,25.59,5.37,7.26,38.45,41.19,48.22,14.88,14.91,10.40,7.82,0.0037,0.9777,0.0000,0.0000,0.9740
cand_01115,317926,JWST,041,A9,101541378,150.1784043,1.8372708,150.1784043,1.8372708,0.000,-1,F150W,27.84,0.974,27.84,1,cnn_candidate,26.00,24.58,-1,-1,-1,26.29,26.34,25.19,25.27,20.01,10.38,0.00,0.00,0.00,21.73,27.84,24.25,23.80,0.0257,0.9998,0.0040,0.0001,0.9740
cand_01116,361378,HST,040,A10,101541378,150.3201962,1.8314930,150.3201962,1.8314930,0.000,-1,,0.00,0.974,0.00,1,cnn_candidate,-1,-1,17.75,16.89,16.61,29.54,28.37,24.66,23.32,-1.08,-0.31,48.97,67.64,92.66,1.94,5.30,30.80,54.59,0.9935,0.0196,0.0005,0.0161,0.9740
cand_01117,126075,EUCLID-NISP,052,A4,101542818,150.2853770,2.0086891,150.2853770,2.0086891,0.000,-1,H,21.71,0.974,21.71,1,cnn_candidate,26.00,25.01,17.59,17.04,16.86,26.57,26.34,25.00,25.41,33.38,8.10,16.27,17.04,21.71,12.14,12.69,59.96,33.35,0.0011,0.0000,0.0065,0.9804,0.9740
cand_01118,EuclidID_1503669922020275968,EUCLID-NISP,052,A5,101542818,150.3669923,2.0276060,150.3669923,2.0276060,0.000,-1,H,6.90,0.974,6.90,1,cnn_candidate,27.92,26.58,19.20,18.57,17.75,28.01,28.00,26.36,26.49,9.71,10.19,2.72,3.31,6.90,8.14,7.76,25.74,13.02,0.0005,0.0000,0.0001,0.9745,0.9740
cand_01119,EuclidID_1497749766030617856,EUCLID-NISP,,,101548573,149.7749767,3.0617810,149.7749767,3.0617810,0.000,-1,Y,9.28,0.974,9.28,1,cnn_candidate,-1,25.49,18.03,17.51,17.32,-1,-1,-1,-1,0.00,9.74,9.28,7.24,5.96,0.00,0.00,0.00,0.00,nan,nan,0.0015,0.9754,0.9739
cand_01120,336042,HST,053,A9,101542817,150.1402239,1.9950024,150.1402239,1.9950024,0.000,-1,F814W,2.57,0.974,2.57,1,cnn_candidate,27.98,25.91,17.77,17.21,17.16,27.96,27.48,24.57,23.84,2.57,2.65,191.29,208.50,260.25,7.20,11.04,27.52,43.81,0.9752,0.0000,0.0003,0.0013,0.9739
cand_01121,EuclidID_1496949847029551872,EUCLID-NISP,116,,101548573,149.6949848,2.9551998,149.6949848,2.9551998,0.000,-1,H,238.83,0.974,238.83,1,cnn_candidate,-1,25.23,16.88,16.18,15.77,-1,-1,-1,-1,0.00,6.34,133.03,170.64,238.83,0.00,0.00,0.00,0.00,0.0000,nan,0.0018,0.9756,0.9738
cand_01122,HSTID_774,JWST,067,A1,101544256,149.8119190,2.2055750,149.8119190,2.2055750,0.000,-1,F277W,19.14,0.974,19.14,1,cnn_candidate,27.16,26.84,19.74,19.27,18.75,28.14,28.07,27.28,27.38,14.95,25.83,1.25,0.86,0.88,7.83,9.92,19.14,11.18,0.0004,0.9742,0.0000,0.0000,0.9738
cand_01123,EuclidID_1501784136018372864,JWST,041,A9,101541378,150.1784136,1.8372950,150.1784136,1.8372950,0.000,-1,F277W,25.61,0.974,25.61,1,cnn_candidate,25.37,24.69,-1,-1,-1,27.16,27.06,25.21,25.30,36.14,11.14,0.00,0.00,0.00,5.70,8.06,25.61,25.38,0.0246,0.9984,0.0092,0.0001,0.9738
cand_01124,EuclidID_1497892006026915584,EUCLID-NISP,103,,101547135,149.7892006,2.6915692,149.7892006,2.6915692,0.000,-1,Y,514.21,0.974,514.21,1,cnn_candidate,-1,27.64,14.81,-1,-1,-1,-1,-1,-1,-0.29,2.45,514.21,-5.21,-0.18,0.00,0.00,0.00,0.00,0.0013,nan,0.0000,0.9751,0.9738
cand_01125,EuclidID_1499041562028638976,EUCLID-NISP,114,,101547135,149.9041563,2.8638895,149.9041563,2.8638895,0.000,-1,J,14.62,0.974,14.62,1,cnn_candidate,26.76,26.40,19.21,18.90,19.16,-1,-1,-1,-1,19.28,17.17,11.20,14.62,11.01,0.00,0.00,0.00,0.00,0.0000,nan,0.0000,0.9737,0.9737
cand_01126,EuclidID_1505128092025832448,EUCLID-NISP,087,,101545699,150.5128092,2.5832338,150.5128092,2.5832338,0.000,-1,Y,13.51,0.974,13.51,1,cnn_candidate,27.44,25.65,17.59,17.09,16.85,-1,-1,-1,-1,4.38,12.13,13.51,11.98,11.72,0.00,0.00,0.00,0.00,0.0025,nan,0.0004,0.9761,0.9737
cand_01127,EuclidID_1499687731019203840,EUCLID-VIS,042,A8,101542817,149.9687732,1.9203924,149.9687732,1.9203924,0.000,-1,VIS,21.12,0.974,21.12,1,cnn_candidate,26.72,25.63,18.00,17.48,17.29,27.92,27.62,24.96,24.55,13.02,21.12,0.32,0.33,0.28,3.35,3.57,30.13,58.04,0.0264,0.0000,1.0000,0.0000,0.9736
cand_01128,HSTID_2563,JWST,054,A7,101542816,149.8974530,1.9944420,149.8974530,1.9944420,0.000,-1,F444W,2.66,0.974,2.66,1,cnn_candidate,27.88,-1,-1,21.81,22.30,31.59,-1,33.78,29.56,7.49,-1.63,-4.86,2.57,1.88,0.30,-1.78,0.05,2.66,0.0014,0.9749,0.0000,0.0000,0.9736
cand_01129,448096,HST,089,B2,101545697,150.1125334,2.6011727,150.1125334,2.6011727,0.000,-1,F814W,1.09,0.974,1.09,1,cnn_candidate,28.82,28.08,21.00,20.54,21.28,28.07,28.28,26.62,27.44,1.09,7.89,4.30,6.82,3.99,12.47,13.52,77.27,20.30,0.9735,0.0000,0.0000,0.0000,0.9735
cand_01130,EuclidID_1510391359027290880,EUCLID-VIS,,,101547140,151.0391359,2.7290835,151.0391359,2.7290835,0.000,-1,VIS,1.49,0.973,1.49,1,cnn_candidate,-1,26.78,18.26,17.91,17.10,-1,-1,-1,-1,0.00,1.49,0.18,0.19,0.49,0.00,0.00,0.00,0.00,nan,nan,0.9735,0.0000,0.9735
cand_01131,312960,HST,041,A9,101541377,150.1268036,1.8177323,150.1268036,1.8177323,0.000,-1,,0.00,0.973,0.00,1,cnn_candidate,-1,-1,-1,-1,-1,28.66,28.35,27.43,27.51,-0.75,0.00,0.00,0.00,0.00,7.88,13.07,10.36,4.87,0.9747,0.0013,0.0000,0.0001,0.9735
cand_01132,EuclidID_1498896259026569472,EUCLID-NISP,103,,101547135,149.8896259,2.6569395,149.8896259,2.6569395,0.000,-1,H,38.96,0.973,38.96,1,cnn_candidate,27.11,26.43,17.53,16.82,16.58,-1,-1,-1,-1,15.37,12.42,32.19,35.27,38.96,0.00,0.00,0.00,0.00,0.0036,nan,0.0000,0.9770,0.9734
